serie Name,serie Code,país Name,país Code,2000 [YR2000],2012 [YR2012],2017 [YR2017]
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,Bulgaria,BGR,24.8,24.2,..
Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,El Salvador,SLV,17.9,18.9,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Uruguay,URY,..,22.4,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Argentina,ARG,..,20.8,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Bulgaria,BGR,..,36.2,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,El Salvador,SLV,..,3.1,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Uruguay,URY,..,30.4,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Argentina,ARG,..,34.7,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Bulgaria,BGR,..,47.7,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,El Salvador,SLV,..,25.8,..
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Uruguay,URY,..,..,..
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Argentina,ARG,0.1,0.1,0.1
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Bulgaria,BGR,0.1,0.1,0.1
"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,El Salvador,SLV,0.1,0.1,0.1
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Uruguay,URY,..,..,..
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Argentina,ARG,0.1,0.1,0.1
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Bulgaria,BGR,0.1,0.1,0.1
"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,El Salvador,SLV,0.1,0.1,0.1
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Uruguay,URY,23.7,28.8,..
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,22.1,27.2,..
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Bulgaria,BGR,19.8,23.1,..
"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,19.7,26.6,..
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Uruguay,URY,16.9,22.8,..
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Argentina,ARG,19.1,25.1,..
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bulgaria,BGR,17.1,23.2,..
"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,El Salvador,SLV,10.6,16.6,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Uruguay,URY,54.3,59.3,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Argentina,ARG,52.8,57.7,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,Bulgaria,BGR,49.4,53.1,..
"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,El Salvador,SLV,52.1,60,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Uruguay,URY,53.8,62.3,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Argentina,ARG,55.9,63.8,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,Bulgaria,BGR,58.8,66.4,..
"Prevalence of overweight, male (% of male adults)",SH.STA.OWAD.MA.ZS,El Salvador,SLV,44.2,54.1,..
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,Uruguay,URY,..,..,..
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,Argentina,ARG,..,..,..
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,Bulgaria,BGR,..,..,..
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,El Salvador,SLV,..,..,..
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Uruguay,URY,..,..,..
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Argentina,ARG,..,..,..
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Bulgaria,BGR,..,..,..
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,El Salvador,SLV,..,..,..
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,Uruguay,URY,..,..,..
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,Argentina,ARG,..,..,..
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,Bulgaria,BGR,..,..,..
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,El Salvador,SLV,..,..,..
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,Uruguay,URY,..,..,..
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,Argentina,ARG,..,..,..
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,Bulgaria,BGR,..,..,..
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,El Salvador,SLV,..,..,..
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,Uruguay,URY,..,..,..
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,Argentina,ARG,..,..,..
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,Bulgaria,BGR,..,..,..
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,El Salvador,SLV,..,..,..
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Uruguay,URY,..,..,..
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Argentina,ARG,..,..,..
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Bulgaria,BGR,..,..,..
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,El Salvador,SLV,..,..,..
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,Uruguay,URY,..,..,..
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,Argentina,ARG,..,..,..
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,Bulgaria,BGR,..,..,..
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,El Salvador,SLV,..,..,..
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,Uruguay,URY,..,..,..
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,Argentina,ARG,..,..,..
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,Bulgaria,BGR,..,..,..
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,El Salvador,SLV,..,..,..
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,Uruguay,URY,..,..,..
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,Argentina,ARG,..,..,..
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,Bulgaria,BGR,..,..,..
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,El Salvador,SLV,..,..,..
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,Uruguay,URY,..,..,..
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,Argentina,ARG,..,..,..
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,Bulgaria,BGR,..,..,..
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,El Salvador,SLV,..,..,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Uruguay,URY,99.7231521606445,102.741943359375,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Argentina,ARG,97.4715576171875,102.994117736816,99.6932067871094
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Bulgaria,BGR,95.6936798095703,101.268882751465,89.1243286132813
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,El Salvador,SLV,88.9694290161133,103.476417541504,90.369140625
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Uruguay,URY,95.0065536499023,102.576820373535,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Argentina,ARG,97.2243118286133,103.697929382324,100.222793579102
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Bulgaria,BGR,96.6048431396484,102.321029663086,90.470458984375
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,El Salvador,SLV,93.0771408081055,103.334251403809,90.3714828491211
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,Uruguay,URY,48.52453,48.22312,48.45141
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,Argentina,ARG,49.0851,48.80953,49.04022
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,Bulgaria,BGR,48.119,48.29973,48.47015
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,El Salvador,SLV,47.9744,47.79267,48.09294
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,Uruguay,URY,..,..,..
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,Argentina,ARG,89.0975112915039,..,..
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,Bulgaria,BGR,90.9055862426758,94.1334762573242,94.0205764770508
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,El Salvador,SLV,..,..,74.2110290527344
Probability of Survival to Age 5,HD.HCI.MORT,Uruguay,URY,..,..,0.9918
Probability of Survival to Age 5,HD.HCI.MORT,Argentina,ARG,..,..,0.9896
Probability of Survival to Age 5,HD.HCI.MORT,Bulgaria,BGR,..,..,0.9925
Probability of Survival to Age 5,HD.HCI.MORT,El Salvador,SLV,..,..,0.9855
"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,Uruguay,URY,..,..,0.9927
"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,Argentina,ARG,..,..,0.9906
"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,Bulgaria,BGR,..,..,0.9933
"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,El Salvador,SLV,..,..,0.9871
"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,Uruguay,URY,..,..,0.991
"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,Argentina,ARG,..,..,0.9887
"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,Bulgaria,BGR,..,..,0.9918
"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,El Salvador,SLV,..,..,0.9841
"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,Uruguay,URY,87.95227,..,..
"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,Argentina,ARG,100,100,..
"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,Bulgaria,BGR,98.99823,98.775,..
"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,El Salvador,SLV,93.8878,93.63535,95.08438
"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,Uruguay,URY,74.94171,..,..
"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,Argentina,ARG,95.43516,93.82696,..
"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,Bulgaria,BGR,99.65849,99.78383,..
"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,El Salvador,SLV,92.58458,93.81872,95.2564
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Uruguay,URY,12.1212121212121,12.1212121212121,20.2020202020202
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Argentina,ARG,26.4591439688716,37.3540856031128,38.1322957198444
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Bulgaria,BGR,10.8333333333333,22.9166666666667,23.75
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,9.52380952380952,26.1904761904762,32.1428571428571
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Uruguay,URY,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Argentina,ARG,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Bulgaria,BGR,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,El Salvador,SLV,..,..,20.21275
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Uruguay,URY,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Argentina,ARG,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Bulgaria,BGR,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,El Salvador,SLV,..,..,7.02928
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Uruguay,URY,..,7.1,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Argentina,ARG,..,17.6,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,Bulgaria,BGR,..,18.8,..
Proportion of women in ministerial level positions (%),SG.GEN.MNST.ZS,El Salvador,SLV,..,11.1,..
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,Uruguay,URY,..,..,..
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,Argentina,ARG,..,..,..
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,Bulgaria,BGR,..,9,..
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,El Salvador,SLV,..,..,..
Proportion of women who have ever experienced any form of sexual violence (% of women age 15-49),SG.VAW.AFSX.ZS,Uruguay,URY,..,..,..
Proportion of women who have ever experienced any form of sexual violence (% of women age 15-49),SG.VAW.AFSX.ZS,Argentina,ARG,..,..,..
Proportion of women who have ever experienced any form of sexual violence (% of women age 15-49),SG.VAW.AFSX.ZS,Bulgaria,BGR,..,..,..
Proportion of women who have ever experienced any form of sexual violence (% of women age 15-49),SG.VAW.AFSX.ZS,El Salvador,SLV,..,..,..
Proportion of women who have ever experienced intimate partner violence (% of women age 15-49),SG.VAW.IPVE.ZS,Uruguay,URY,..,..,..
Proportion of women who have ever experienced intimate partner violence (% of women age 15-49),SG.VAW.IPVE.ZS,Argentina,ARG,..,..,..
Proportion of women who have ever experienced intimate partner violence (% of women age 15-49),SG.VAW.IPVE.ZS,Bulgaria,BGR,..,..,..
Proportion of women who have ever experienced intimate partner violence (% of women age 15-49),SG.VAW.IPVE.ZS,El Salvador,SLV,..,..,..
Proportion of women who have sought help to stop physical or sexual violence (% of women age 15-49),SG.VAW.HLPV.ZS,Uruguay,URY,..,..,..
Proportion of women who have sought help to stop physical or sexual violence (% of women age 15-49),SG.VAW.HLPV.ZS,Argentina,ARG,..,..,..
Proportion of women who have sought help to stop physical or sexual violence (% of women age 15-49),SG.VAW.HLPV.ZS,Bulgaria,BGR,..,..,..
Proportion of women who have sought help to stop physical or sexual violence (% of women age 15-49),SG.VAW.HLPV.ZS,El Salvador,SLV,..,..,..
"Rate of out-of-school youth of upper secondary school age, female (%)",UIS.ROFST.3.F.CP,Uruguay,URY,..,13.54161,8.50499
"Rate of out-of-school youth of upper secondary school age, female (%)",UIS.ROFST.3.F.CP,Argentina,ARG,19.87885,7.53105,5.93149
"Rate of out-of-school youth of upper secondary school age, female (%)",UIS.ROFST.3.F.CP,Bulgaria,BGR,19.09404,20.38045,11.5612
"Rate of out-of-school youth of upper secondary school age, female (%)",UIS.ROFST.3.F.CP,El Salvador,SLV,50.89505,33.70816,35.67089
"Rate of out-of-school youth of upper secondary school age, male (%)",UIS.ROFST.3.M.CP,Uruguay,URY,..,24.01121,14.91837
"Rate of out-of-school youth of upper secondary school age, male (%)",UIS.ROFST.3.M.CP,Argentina,ARG,25.38492,18.7046,14.71991
"Rate of out-of-school youth of upper secondary school age, male (%)",UIS.ROFST.3.M.CP,Bulgaria,BGR,17.22067,16.87825,7.66954
"Rate of out-of-school youth of upper secondary school age, male (%)",UIS.ROFST.3.M.CP,El Salvador,SLV,44.01253,29.09985,34.05336
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Uruguay,URY,67.9497465382973,73.3789317522901,75.4340744567628
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Argentina,ARG,66.41790984077,65.5364132575754,67.8811998530978
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Bulgaria,BGR,79.1770968039116,81.4821144964148,80.3270757101925
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,El Salvador,SLV,56.8851057695469,60.5560606354968,59.8022432733835
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,Uruguay,URY,67.6724697220519,75.5134654533848,76.8819408476609
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,Argentina,ARG,60.1445361506822,65.5911058391242,67.6959948689846
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,Bulgaria,BGR,79.4520558171453,81.4404941322318,80.2983653771213
Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,El Salvador,SLV,56.36132327871,60.1574400495348,59.0422111239663
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,Uruguay,URY,136.009451321625,158.977804785367,145.307290769804
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,Argentina,ARG,121.526609364475,149.934903654988,134.23645824701
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,Bulgaria,BGR,82.5516469758567,88.0839527804031,94.0287226818795
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,El Salvador,SLV,57.3436409691531,112.990201463703,140.736480239241
Ratio of female to male youth unemployment rate (%) (national estimate),SL.UEM.1524.FM.NE.ZS,Uruguay,URY,137.604799483211,160.89614052589,146.454420071234
Ratio of female to male youth unemployment rate (%) (national estimate),SL.UEM.1524.FM.NE.ZS,Argentina,ARG,..,150.850782983479,135.448130875229
Ratio of female to male youth unemployment rate (%) (national estimate),SL.UEM.1524.FM.NE.ZS,Bulgaria,BGR,82.0775634713873,88.0758793930237,93.9622627114347
Ratio of female to male youth unemployment rate (%) (national estimate),SL.UEM.1524.FM.NE.ZS,El Salvador,SLV,..,113.487249964657,138.079093110722
"Received a public sector pension in the past year, female (% age 15+)",fin38.a.2,Uruguay,URY,..,..,11.0411043167114
"Received a public sector pension in the past year, female (% age 15+)",fin38.a.2,Argentina,ARG,..,..,8.02218723297119
"Received a public sector pension in the past year, female (% age 15+)",fin38.a.2,Bulgaria,BGR,..,..,28.9998836517334
"Received a public sector pension in the past year, female (% age 15+)",fin38.a.2,El Salvador,SLV,..,..,3.18235230445862
"Received a public sector pension in the past year, male  (% age 15+)",fin38.a.1,Uruguay,URY,..,..,9.10135841369629
"Received a public sector pension in the past year, male  (% age 15+)",fin38.a.1,Argentina,ARG,..,..,4.92712593078613
"Received a public sector pension in the past year, male  (% age 15+)",fin38.a.1,Bulgaria,BGR,..,..,24.0374526977539
"Received a public sector pension in the past year, male  (% age 15+)",fin38.a.1,El Salvador,SLV,..,..,4.82538557052612
"Received digital payments in the past year, female  (% age 15+)",g20.t.receive.2,Uruguay,URY,..,..,36.4603652954102
"Received digital payments in the past year, female  (% age 15+)",g20.t.receive.2,Argentina,ARG,..,..,28.6643829345703
"Received digital payments in the past year, female  (% age 15+)",g20.t.receive.2,Bulgaria,BGR,..,..,59.0728454589844
"Received digital payments in the past year, female  (% age 15+)",g20.t.receive.2,El Salvador,SLV,..,..,10.4729280471802
"Received digital payments in the past year, male (% age 15+)",g20.t.receive.1,Uruguay,URY,..,..,41.3710556030273
"Received digital payments in the past year, male (% age 15+)",g20.t.receive.1,Argentina,ARG,..,..,25.2104434967041
"Received digital payments in the past year, male (% age 15+)",g20.t.receive.1,Bulgaria,BGR,..,..,57.447868347168
"Received digital payments in the past year, male (% age 15+)",g20.t.receive.1,El Salvador,SLV,..,..,19.8965167999268
"Received domestic remittances in the past year, female (% age 15+)",fin26.t.a.2,Uruguay,URY,..,..,12.9459972381592
"Received domestic remittances in the past year, female (% age 15+)",fin26.t.a.2,Argentina,ARG,..,..,8.51396369934082
"Received domestic remittances in the past year, female (% age 15+)",fin26.t.a.2,Bulgaria,BGR,..,..,10.9572095870972
"Received domestic remittances in the past year, female (% age 15+)",fin26.t.a.2,El Salvador,SLV,..,..,9.79412364959717
"Received domestic remittances in the past year, male  (% age 15+)",fin26.t.a.1,Uruguay,URY,..,..,13.6367206573486
"Received domestic remittances in the past year, male  (% age 15+)",fin26.t.a.1,Argentina,ARG,..,..,6.53166389465332
"Received domestic remittances in the past year, male  (% age 15+)",fin26.t.a.1,Bulgaria,BGR,..,..,12.6336832046509
"Received domestic remittances in the past year, male  (% age 15+)",fin26.t.a.1,El Salvador,SLV,..,..,10.2299118041992
"Received government payments in the past year, female (% age 15+)",fing2p.t.d.2,Uruguay,URY,..,..,38.412296295166
"Received government payments in the past year, female (% age 15+)",fing2p.t.d.2,Argentina,ARG,..,..,29.267484664917
"Received government payments in the past year, female (% age 15+)",fing2p.t.d.2,Bulgaria,BGR,..,..,49.0553169250488
"Received government payments in the past year, female (% age 15+)",fing2p.t.d.2,El Salvador,SLV,..,..,12.8393592834473
"Received government payments in the past year, male (% age 15+)",fing2p.t.d.1,Uruguay,URY,..,..,30.6455135345459
"Received government payments in the past year, male (% age 15+)",fing2p.t.d.1,Argentina,ARG,..,..,20.3239059448242
"Received government payments in the past year, male (% age 15+)",fing2p.t.d.1,Bulgaria,BGR,..,..,42.112735748291
"Received government payments in the past year, male (% age 15+)",fing2p.t.d.1,El Salvador,SLV,..,..,20.6493797302246
"Received government transfers in the past year, female (% age 15+)",fin37.t.a.2,Uruguay,URY,..,..,23.2239933013916
"Received government transfers in the past year, female (% age 15+)",fin37.t.a.2,Argentina,ARG,..,..,18.9304790496826
"Received government transfers in the past year, female (% age 15+)",fin37.t.a.2,Bulgaria,BGR,..,..,10.7116508483887
"Received government transfers in the past year, female (% age 15+)",fin37.t.a.2,El Salvador,SLV,..,..,6.5348596572876
"Received government transfers in the past year, male  (% age 15+)",fin37.t.a.1,Uruguay,URY,..,..,14.9346618652344
"Received government transfers in the past year, male  (% age 15+)",fin37.t.a.1,Argentina,ARG,..,..,10.3192338943481
"Received government transfers in the past year, male  (% age 15+)",fin37.t.a.1,Bulgaria,BGR,..,..,6.7514762878418
"Received government transfers in the past year, male  (% age 15+)",fin37.t.a.1,El Salvador,SLV,..,..,11.3239784240723
"Retirement age with full benefits, female",SG.AGE.RTRE.FL.FE,Uruguay,URY,..,..,..
"Retirement age with full benefits, female",SG.AGE.RTRE.FL.FE,Argentina,ARG,..,..,..
"Retirement age with full benefits, female",SG.AGE.RTRE.FL.FE,Bulgaria,BGR,..,..,..
"Retirement age with full benefits, female",SG.AGE.RTRE.FL.FE,El Salvador,SLV,..,..,..
"Retirement age with full benefits, male",SG.AGE.RTRE.FL.MA,Uruguay,URY,..,..,..
"Retirement age with full benefits, male",SG.AGE.RTRE.FL.MA,Argentina,ARG,..,..,..
"Retirement age with full benefits, male",SG.AGE.RTRE.FL.MA,Bulgaria,BGR,..,..,..
"Retirement age with full benefits, male",SG.AGE.RTRE.FL.MA,El Salvador,SLV,..,..,..
"Retirement age with partial benefits, female",SG.AGE.RTRE.PL.FE,Uruguay,URY,..,..,..
"Retirement age with partial benefits, female",SG.AGE.RTRE.PL.FE,Argentina,ARG,..,..,..
"Retirement age with partial benefits, female",SG.AGE.RTRE.PL.FE,Bulgaria,BGR,..,..,..
"Retirement age with partial benefits, female",SG.AGE.RTRE.PL.FE,El Salvador,SLV,..,..,..
"Retirement age with partial benefits, male",SG.AGE.RTRE.PL.MA,Uruguay,URY,..,..,..
"Retirement age with partial benefits, male",SG.AGE.RTRE.PL.MA,Argentina,ARG,..,..,..
"Retirement age with partial benefits, male",SG.AGE.RTRE.PL.MA,Bulgaria,BGR,..,..,..
"Retirement age with partial benefits, male",SG.AGE.RTRE.PL.MA,El Salvador,SLV,..,..,..
"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,Uruguay,URY,3.40258958145137,..,..
"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,Argentina,ARG,5.11340541419397,..,..
"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,Bulgaria,BGR,15.7710572356911,..,..
"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,El Salvador,SLV,20.6746098338647,..,..
"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,Uruguay,URY,4.57693465823547,..,..
"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,Argentina,ARG,5.74479039644473,..,..
"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,Bulgaria,BGR,15.3336665833542,..,..
"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,El Salvador,SLV,20.4228897466018,..,..
"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,Uruguay,URY,..,..,34.4989929199219
"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,Argentina,ARG,..,..,25.464147567749
"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,Bulgaria,BGR,..,..,41.5557022094727
"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,El Salvador,SLV,..,..,36.1188354492188
"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,Uruguay,URY,..,..,40.4563140869141
"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,Argentina,ARG,..,..,35.6226654052734
"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,Bulgaria,BGR,..,..,41.064567565918
"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,El Salvador,SLV,..,..,40.1291046142578
